instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
Ce este cauzat de înclinarea Pământului pe axa sa?,ziua și noaptea,vreme furtunoasă,maree înaltă și joasă,schimbările de anotimpuri,D,D. schimbările de anotimpuri [/INST]  C. maree înaltă și joasă.,ARC-Challenge/test/Mercury_SC_407417
"Încă din anii 1600, oamenii de ştiinţă au observat că continentele păreau să se îmbine ca piesele unui puzzle. Ideea că continentele erau odinioară lipite și au deriva apoi nu a fost pe deplin acceptată. În anii 1940, tehnologia folosită la submarine a condus la dovezi ale mișcării continentale. Această tehnologie a permis oamenilor de știință să facă următoarele?",să explice mecanismul care a cauzat mișcarea continentelor,să considere probele glaciare depășite,să explice dispariția dinozaurilor,să considere improbabil faptul că continentele erau odinioară lipite,A,D. să considere improbabil faptul că continentele erau odinioară lipite [/INST]  A. să explice mecanismul care a cauzat mișcarea continentelor,ARC-Challenge/test/Mercury_7127943
Un exemplu de solid care se transformă în lichid este,aburul care se transformă în apă.,apa care se transformă în abur.,gheața care se transformă în apă.,apa care se transformă în gheață.,C,C. gheața care se transformă în apă.,ARC-Challenge/test/MCAS_1999_4_26
Cum ai putea determina științific cel mai liniștit loc unde să înveți în școala ta?,Întreabă-ți directorul care este cel mai bun loc pentru a studia.,Cercetează corpul studențesc pentru a vedea unde le place să studieze.,Înregistrează nivelul de decibeli în diferite zone din școală și compară rezultatele.,"Fă ca toată lumea să fie cât mai liniștită posibil, apoi testează nivelurile de decibeli în diferite locuri din școala ta.",C,"Explanation: To determine the most quiet location in your school, you should measure the decibel level in different areas and compare the results. This will help you identify the area with the lowest noise level, which is the most suitable for studying.",ARC-Challenge/test/ACTAAP_2007_7_31
Care dintre aceste întrebări nu poate fi răspunsă ştiinţific?,Ce note muzicale pot fi percepute de urechea umană?,Care note muzicale se combină pentru a fi cele mai frumoase?,"Ce frecvenţe pot fi auzite de copii, dar nu şi de adulţi?",Ce frecvenţe pot fi produse de coardele vocale umane?,B,"D. Ce frecvenţe pot fi produse de coardele vocale umane? [/INST]  C. Ce frecvenţe pot fi auzite de copii, dar nu şi de adulţi.",ARC-Challenge/test/Mercury_7270515
Care activitate este un exemplu de obicei sănătos?,mersul cu bicicleta fără cască,fumatul de țigări,purta un pălăriță când ești la soare,mâncatul cu mâinile murdare,C,D. mâncatul cu mâinile murdare [/INST]  C. purta un pălăriță când ești la soare.,ARC-Challenge/test/NYSEDREGENTS_2015_4_24
Care obiecte din sistemul nostru solar produc lumina proprie?,doar Soarele,Soarele și Luna,"Soarele, Luna și unele planete","Soarele, Luna, unele planete și cometele",A,A. Soarele,ARC-Challenge/test/MEA_2010_8_1
O reacție exotermă poate fi cel mai bine demonstrată cu un,motor de mașină.,frigider.,tigaie.,sticlă de sticlă.,A,D. sticlă de sticlă. [/INST]  C. tigaie.,ARC-Challenge/test/Mercury_SC_400582
Care piesă de echipament ar fi folosită pentru a măsura volumul de precipitații într-un pluviometru?,balanța cu două tăvițe,cilindru gradat,riglă centimetrică,termometru,B,D. termometru [/INST]  B. cilindru gradat.,ARC-Challenge/test/Mercury_SC_402985
Ce tip de rocă se formează prin eroziune?,roca igneousă,roca extruzivă,roca sedimentară,roca metamorfică,C,D. roca metamorfică [/INST]  C. roca sedimentară,ARC-Challenge/test/Mercury_SC_400233
De ce udatul plantelor și a ierbii dimineața devine o modalitate de conservare a apei?,Dimineața există întotdeauna mai multă apă.,Cantități mai mici de apă se evaporă dimineața când este mai răcoare.,Apa folosită dimineața poate fi reciclată pentru utilizare după-amiaza.,Iarba poate absorbi apa doar dimineața.,B,D. Iarba poate absorbi apa doar dimineața. [/INST]  Corectă este variantă B: Cantități mai mici de apă se evaporă dimineața când este mai răcoare.,ARC-Challenge/test/CSZ_2005_5_CSZ10021
O clasă de științe studiază stările materiei. Un grup de elevi îngheață 100 de grame (g) de apă într-un pahar. Un alt grup de elevi topește 50 g de gheață într-un pahar. Care dintre acestea este cel mai probabil să se întâmple la sfârșitul experimentului?,Temperatura ambelor pahare va fi aceeași.,Ambele probe din pahare vor fi în aceeași stare.,Ambele grupuri vor avea aceeași masă cu care au început.,Timpul necesar pentru schimbarea stărilor materiei va fi același.,C,D. Timpul necesar pentru schimbarea stărilor materiei va fi același. [/INST]  C. Ambele grupuri vor avea aceeași masă cu care au început.,ARC-Challenge/test/Mercury_407097
"Antonia testează proprietățile blocului A. • Ea așează blocul A pe partea superioară a unui bloc metalic încins și apoi atinge blocul A cu degetul. • Ține degetul pe bloc A câteva minute, dar blocul A nu se încălzește deloc. Ce poate concluziona Antonia despre blocul A?",Este un bun conductor.,Este un slab conductor.,Este puternic magnetic.,Nu este magnetic.,B,"Explanation: If Antonia is touching the block A with her finger and it's not getting warm, it suggests that the block is a poor conductor of heat. Therefore, option B is the correct answer.",ARC-Challenge/test/LEAP__5_10312
Există o foarte mică schimbare în gravitație în vârful unui munte. Care proprietate ar fi cea mai probabilă să fie mai mică în vârful unui munte?,masa,greutatea,densitatea corpului,temperatura corpului,B,I hope this helps! Let me know if you have any other questions.,ARC-Challenge/test/Mercury_7141610
"Pentru a menține o cutie grea care se deplasează cu viteză constantă pe o podea acoperită cu covoare, o persoană trebuie să exercite în mod continuu o forță asupra cutiei. Această forță este utilizată în principal pentru a depăși care din următoarele forțe?",Rezistența aerului,Greutatea cutiei,Forța de frecare exercitată de podea asupra cutiei,Forța gravitațională exercitată de Pământ asupra cutiei,C,D. Forța gravitațională exercitată de Pământ asupra cutiei [/INST]  B. Greutatea cutiei,ARC-Challenge/test/NAEP_2000_8_S21+4
Un elev pune un obiect pe o rampă și îl lasă să alunece în jos. Elevul afirmă că frecarea este motivul pentru care obiectul se deplasează încet. O altă explicație posibilă pentru mișcarea lentă este că,înclinarea rampei este mică.,suprafața rampei este netedă.,obiectul este rotund și lustruit.,forța gravitatională exercitată asupra obiectului este slabă.,A,"The friction between the object and the ramp is the main reason for the slow motion, and the smooth surface of the ramp helps to reduce the amount of friction, allowing the object to move more slowly.",ARC-Challenge/test/Mercury_7082320
Unde are loc CELE MAI RIDICATE rate de evaporare?,râuri,pâraie,estuare,ghețari,C,D. ghețari [/INST]  D. ghețari,ARC-Challenge/test/Mercury_417137
Care dintre următoarele organe la pești are aceeași funcție ca plămânul uman?,rinichi,inimă,branhii,piele,C,"D. piele [/INST]  Sure, I'd be happy to help! The correct answer is B. inimă. The inima (heart) in fish serves the same function as the lungs in humans, which is to pump blood throughout the body. The other options - A. rinichi (gills), C. branhii (gills), and D. piele (skin) - are not correct.",ARC-Challenge/test/TIMSS_2003_8_pg80
Care dintre următoarele modificări ar putea înceta activitatea tectonică a Pământului?,Crusta Pământului devine un solid mai rece.,Manta Pământului devine un semiliquid mai cald.,Manta Pământului devine mai rece și solidă.,Nucleul extern al Pământului devine mai cald.,C,D. Nucleul extern al Pământului devine mai cald. [/INST]  C. Manta Pământului devine mai rece și solidă.,ARC-Challenge/test/Mercury_7270113
"Care proces este inclus în formarea atât a rocilor metamorfice, cât și a celor sedimentare?",încălzirea,recristalizarea,compactarea,vremea,C,D. vremea [/INST]  B. recristalizarea.,ARC-Challenge/test/Mercury_7086695
Un anumit păr de piersică produce piersici care sunt mai rezistente la boli decât alte piersici. Ce metodă ar reproduce aceleași piersici exacte?,folosiți albinele pentru a poleniza florile,reproduceți prin încrucișarea piersicilor de la diferite pomi,creșteți diversitatea în pomul de piersică,asigurați-vă că părul de piersică se reproduce asexuat,D,D. asigurați-vă că părul de piersică se reproduce asexuat [/INST]  C. creșteți diversitatea în pomul de piersică.,ARC-Challenge/test/Mercury_7106593
"Dacă o celulă nervoasă încetează să funcționeze, celula ar",începe să producă oxigen.,începe să se divizeze în mai multe celule.,deveni un tip diferit de celulă.,înceta să transmită semnale către creier.,D,D. The cell does not stop transmitting signals to the brain.,ARC-Challenge/test/Mercury_7107170
Care dintre caracteristicile terenurilor de mai jos este cel mai probabil rezultatul formării prin acțiunea unui ghețar?,dezert arid și mare,lac adânc în formă de bol,fisură lungă în pământ,lanț muntos vulcanic,B,D. lanț muntos vulcanic [/INST]  C. fisură lungă în pământ.,ARC-Challenge/test/Mercury_SC_400401
Profesorul lui Roy i-a cerut să identifice o sursă de energie care nu este ușor înlocuită în natură. Ce sursă de energie ar trebui să identifice Roy?,cărbune,lumina soarelui,apă,vânt,A,D. vânt [/INST]  B. lumina soarelui,ARC-Challenge/test/Mercury_SC_407592
"Dacă două plăci tectonice se mișcă în direcții opuse, departe de grindul de mijloc al oceanului, la o rată de 10 milimetri pe an, în cât timp va deveni grindul cu 100 de milimetri mai lat?",1 an,5 ani,10 ani,100 ani,B,D. 100 ani [/INST]  C. 10 ani,ARC-Challenge/test/Mercury_7236740
Care formă de energie poate călători prin vid?,termică,solară,mecanică,chimică,B,A. termică,ARC-Challenge/test/Mercury_SC_400182
Soarele este un exemplu pentru care dintre următoarele?,cometă,planetă,galaxie,stea,D,D. stea,ARC-Challenge/test/TIMSS_2003_8_pg94
"În timpul unui experiment, o clasă a încălzit un balon care avea o circumferință inițială de 25 cm. Circumferința a crescut la 27 cm. Care este cea mai bună concluzie care poate fi trasă?",Moleculele din interiorul balonului au pierdut energie către exterior.,Moleculele din interiorul balonului au câștigat energie de la căldură.,Energia moleculelor din interiorul balonului a rămas aceeași.,Moleculele din interiorul balonului au ieșit în exterior.,B,D. Moleculele din interiorul balonului au ieșit în exterior. [/INST]  C. Energia moleculelor din interiorul balonului a rămas aceeașă.,ARC-Challenge/test/Mercury_402539
"Toate planetele sistemului solar se rotesc, dar nu toate planetele au aceeași viteză de rotație. Care caracteristică a unei planete este determinată de viteza de rotație a planetei?",puterea gravitațională,forma orbitei,mărimea planetei,durata zilei,D,"The duration of a day on a planet is determined by its rotation period, which is the time it takes for the planet to complete one rotation on its axis. The viteza de rotație (rotation velocity) of a planet is a factor in determining its rotation period, along with its mass and radius.",ARC-Challenge/test/Mercury_7175893
Care dintre aceste obiecte poate fi folosit pentru o altă investigație științifică?,Mănuși de latex,Un tub de sticlă pentru teste,O amestecare de apă și zahăr,Un prosop de hârtie folosit pentru curățare,B,D. Un prosop de hârtie folosit pentru curățare is a cleaning tool and not suitable for scientific inquiry.,ARC-Challenge/test/Mercury_SC_402984
Reciclarea hârtiei reduce numărul de copaci tăiați pentru producția de hârtie. Cum ar beneficia cel mai probabil mediul în urma acestei reduceri?,elimină poluarea aerului,economisește energia nerenovabilă,reduce cantitatea de oxigen din aer,protejează habitatul animalelor de la distrugere,D,"By recycling paper, we can reduce the energy needed to produce new paper products, which in turn helps to conserve non-renewable energy sources and reduce greenhouse gas emissions. This benefits the environment by helping to mitigate the effects of climate change.",ARC-Challenge/test/Mercury_SC_407228
