instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
"Dacă o celulă nervoasă încetează să funcționeze, celula ar",începe să producă oxigen.,începe să se divizeze în mai multe celule.,deveni un tip diferit de celulă.,înceta să transmită semnale către creier.,D,C,ARC-Challenge/test/Mercury_7107170
Care dintre caracteristicile terenurilor de mai jos este cel mai probabil rezultatul formării prin acțiunea unui ghețar?,dezert arid și mare,lac adânc în formă de bol,fisură lungă în pământ,lanț muntos vulcanic,B,C. fisură lungă în pământ,ARC-Challenge/test/Mercury_SC_400401
Profesorul lui Roy i-a cerut să identifice o sursă de energie care nu este ușor înlocuită în natură. Ce sursă de energie ar trebui să identifice Roy?,cărbune,lumina soarelui,apă,vânt,A,b,ARC-Challenge/test/Mercury_SC_407592
"Dacă două plăci tectonice se mișcă în direcții opuse, departe de grindul de mijloc al oceanului, la o rată de 10 milimetri pe an, în cât timp va deveni grindul cu 100 de milimetri mai lat?",1 an,5 ani,10 ani,100 ani,B,B,ARC-Challenge/test/Mercury_7236740
Care formă de energie poate călători prin vid?,termică,solară,mecanică,chimică,B,A,ARC-Challenge/test/Mercury_SC_400182
Soarele este un exemplu pentru care dintre următoarele?,cometă,planetă,galaxie,stea,D,D,ARC-Challenge/test/TIMSS_2003_8_pg94
"În timpul unui experiment, o clasă a încălzit un balon care avea o circumferință inițială de 25 cm. Circumferința a crescut la 27 cm. Care este cea mai bună concluzie care poate fi trasă?",Moleculele din interiorul balonului au pierdut energie către exterior.,Moleculele din interiorul balonului au câștigat energie de la căldură.,Energia moleculelor din interiorul balonului a rămas aceeași.,Moleculele din interiorul balonului au ieșit în exterior.,B,B. Moleculele din interiorul balonului au câștigat energie de la căldură.,ARC-Challenge/test/Mercury_402539
"Toate planetele sistemului solar se rotesc, dar nu toate planetele au aceeași viteză de rotație. Care caracteristică a unei planete este determinată de viteza de rotație a planetei?",puterea gravitațională,forma orbitei,mărimea planetei,durata zilei,D,D. durata zilei,ARC-Challenge/test/Mercury_7175893
Care dintre aceste obiecte poate fi folosit pentru o altă investigație științifică?,Mănuși de latex,Un tub de sticlă pentru teste,O amestecare de apă și zahăr,Un prosop de hârtie folosit pentru curățare,B,A,ARC-Challenge/test/Mercury_SC_402984
Reciclarea hârtiei reduce numărul de copaci tăiați pentru producția de hârtie. Cum ar beneficia cel mai probabil mediul în urma acestei reduceri?,elimină poluarea aerului,economisește energia nerenovabilă,reduce cantitatea de oxigen din aer,protejează habitatul animalelor de la distrugere,D,A,ARC-Challenge/test/Mercury_SC_407228
Care termen descrie cel mai bine natura tuturor undelor de lumină?,longitudinale,transversale,de comprimare,magnetice,B,B. transversale,ARC-Challenge/test/Mercury_7082023
"Avansurile tehnologice din industria tăierii de arbori au avut atât efecte negative, cât și pozitive asupra ecosistemelor forestiere. Cel mai probabil efect negativ al tehnicilor de tăiere mai eficiente este",o creștere a timpului necesar pentru transportarea lemnului.,mediul de lucru mai sigur pentru tăietorii de arbori.,o schimbare în compoziția chimică și fizică a solului și a apei.,o scădere a costului produselor din lemn și hârtie.,C,C. o schimbare în compoziția chimică și fizică a solului și a apei.,ARC-Challenge/test/Mercury_7214008
Un detector de monoxid de carbon este folosit în case pentru a,a avertiza locuitorii cu privire la posibilitatea de incendiu.,a avertiza locuitorii când este prezent un gaz periculos.,a informa oamenii că este timpul să verifice detectorul de fum.,a informa oamenii despre o creștere a temperaturii din casă.,B,A,ARC-Challenge/test/Mercury_SC_401116
"Un cercetător utilizează mai multe proceduri pentru a separa o probă de rocă în diferite substanțe chimice. Se produce o masă de 50 de grame a uneia dintre substanțele chimice. Dacă această substanță nu poate fi separată în alte substanțe chimice, cea mai bună descriere este",un compus.,o amestec.,o soluție.,un element.,D,D. element.,ARC-Challenge/test/Mercury_403232
"Planta Miconia nu este o plantă nativă din Hawaii. De când a fost introdusă în Hawaii acum 40 de ani, a devenit o plantă decorativă populară. Cu toate acestea, această plantă cu rădăcină superficială a înlocuit multe specii native de plante cu rădăcini adânci și a crescut probabilitatea producerii de alunecări de teren pe insulă. Care este una dintre cele mai bune metode de gestionare a acestei plante invazive?",Planta ar trebui să fie împărtășită cu insulele mai mici,Planta ar trebui să fie încrucișată cu plante cu rădăcini mai adânci,Planta ar trebui să fie smulsă din toate regiunile de pe insulă,Planta ar trebui să fie hrănită cu animalele domestice native de pe insulă.,C,C. Planta ar trebui să fie smulsă din toate regiunile de pe insulă.,ARC-Challenge/test/Mercury_7111178
Care dintre acestea este un exemplu de apă care se transformă din vapori în stare lichidă?,umezeală formată pe oglinda atunci când respiri pe ea,transpirația care se formează pe corpul tău când faci exerciții,cuburile de gheață care se topesc când le pui într-un lichid cald,râurile care seacă în timpul unui vară foarte călduroasă,A,C,ARC-Challenge/test/Mercury_SC_405341
Studenții au studiat revoluția Pământului în jurul Soarelui. În ce lună va fi disponibilă cea mai mare cantitate de energie solară în Florida?,Martie,Iunie,Septembrie,Decembrie,B,D. Decembrie,ARC-Challenge/test/Mercury_SC_408706
Care este un fapt despre pinguini?,Pinguinii pot trăi în climă cu temperaturi de îngheț.,Pinguinii sunt competiți aprigi.,Pinguinii sunt unii dintre cei mai frumoși păsări.,Pinguinii nu sunt animale de companie potrivite.,A,B,ARC-Challenge/test/Mercury_404894
"Populația de lei de mare Steller a scăzut în unele zone din Alaska. Dovezi noi sugerează că lei de mare Steller au nevoie de hering ca parte a dietei lor pentru a supraviețui. Polacul, alt tip de pește, se hrănește, de asemenea, cu hering. Ce ar ajuta cel mai mult creșterea populației de lei de mare Steller?",creșterea numărului de polac,schimbarea dietei leilor de mare,îmbunătățirea habitatelor heringului,schimbarea locației leilor de mare,C,C,ARC-Challenge/test/Mercury_7158935
Zaharurile sunt necesare pentru funcționarea celulelor umane. Care dintre următoarele nu sunt posibile pentru celulele umane?,atașarea zaharurilor la moleculele de proteină,construirea de molecule mai mari din zaharuri,crearea de zaharuri simple din molecule mai mici,descompunerea carbohidraților complecși în zaharuri simple,C,(d),ARC-Challenge/test/Mercury_416407
Care proprietate a unui obiect îi permite să se îndoaie?,culoare,flexibilitate,masa,dimensiune,B,B,ARC-Challenge/test/NYSEDREGENTS_2010_4_1
"În timpul verii, Soarele strălucește direct pe diferite locuri de pe Pământ în timp ce Pământul se rotește. La ce oră a zilei Soarele este cel mai sus pe cerul din Maine în timpul verii?",6:00 A.M.,10:00 A.M.,1:00 P.M.,3:00 P.M.,C,B,ARC-Challenge/test/MEA_2013_5_15
"Organismele multicelulare au patru tipuri principale de țesut, incluzând țesutul muscular, epitelial, nervos și conjunctiv. Care organ constă în mare parte din țesut nervos?",creier,ficat,piele,stomac,A,A. Brain,ARC-Challenge/test/Mercury_7056858
Mânerul unei tigăi este adesea acoperit cu cauciuc deoarece cauciucul asigură,izolație termică.,conducție electrică.,punct de topire scăzut.,o suprafață antiaderentă.,A,A,ARC-Challenge/test/Mercury_7024465
"Derek ipotezează că o ferigă într-un ghiveci închis va fi mai sănătoasă decât aceeași plantă pe un pervaz deschis. La sfârșitul investigației sale, Derek constată că rezultatele susțin ipoteza sa. Care este cea mai bună explicație pentru care Derek ar trebui să repete investigația?",pentru a putea începe o altă investigație,pentru a dovedi importanța investigației,pentru a afla de ce ipoteza este corectă,pentru a se asigura că rezultatele sunt valabile,D,D,ARC-Challenge/test/Mercury_SC_410905
"Când o strată de sedimente este depusă pe fundul oceanului, care este următorul pas în formarea rocilor sedimentare?",încălzirea,îngroparea,erodarea,vremea,B,B. Îngropare,ARC-Challenge/test/Mercury_7085225
"Într-un anumit câmp, plantele cu flori albastre sunt polenizate de albine, în timp ce plantele cu flori albe sunt polenizate de molii. Dacă populația de albine scade, care va fi cel mai probabil rezultat?",Populația de flori albastre va crește în timp.,Populația de flori albe va crește în timp.,Moliile vor începe să polenizeze florile albastre.,Albinele vor începe să polenizeze florile albe.,B,B,ARC-Challenge/test/Mercury_7128555
Când încep să se dezvolte organele și sistemele de organe la oameni?,înainte de fertilizare,înainte de naștere,în timpul copilăriei,în timpul adulților,B,B,ARC-Challenge/test/NYSEDREGENTS_2010_8_16
Care este cea mai sigură metodă de a urmări o eclipsă de soare?,Întoarce-te după două sau trei minute.,Uită-te la Soare printr-un telescop lung.,Proiectează o imagine prin intermediul unei găuri cu ac pe o ecran.,Clipiți des până când vă obișnuiți cu lumina.,C,A,ARC-Challenge/test/Mercury_SC_400985
Jeremy a mers cu o viteză medie de 3 kilometri pe oră (km/h). Cât de departe a mers Jeremy în 30 de minute?,"0,1 km","1,5 km",10 km,90 km,B,D,ARC-Challenge/test/Mercury_411071
"Un savant a étudié comment les plantes indigènes du Maryland pousseraient dans des conditions désertiques. Le scientifique a placé des quantités égales de sol désertique dans 10 contenants identiques. Chaque contenant contenait deux plantes identiques. Le scientifique a étudié un total de 10 types de plantes différents. Le scientifique a placé tous les contenants dans une serre ajustée pour produire des conditions chaudes et désertiques. Le scientifique a donné des quantités égales, mais petites d'eau aux plantes pendant les cinq semaines suivantes. La plupart des plantes n'ont pas survécu après les cinq semaines d'expérience. Quelle affirmation explique le mieux pourquoi 16 des plantes n'ont pas survécu ?",Les plantes ne poussent pas dans des conditions désertiques.,Peu de plantes survivent à des changements drastiques de leur environnement.,Les plantes indigènes du Maryland ne conviennent pas aux études scientifiques.,Les plantes indigènes du Maryland ne sont capables de survivre qu'au Maryland.,B,A. Les plantes ne poussent pas dans des conditions désertiques.,ARC-Challenge/test/MDSA_2009_4_34
Care dintre următoarele afirmații descrie cel mai bine o adaptare structurală care ajută un organism să supraviețuiască într-un deșert?,Un pasăre își construiește cuibul într-un cactus.,Un șarpe cu sonerie mișcă coada când este amenințat.,Un șopârlă se târăște sub o piatră pentru adăpost.,Urechile unui iepure sălbatic eliberează căldura.,D,C. Un șopârlă se târăște sub o piatră pentru adăpost.,ARC-Challenge/test/Mercury_SC_407383
Ce susțin cel mai bine fosilele de tranziție?,Teoria evoluției biologice,Legea suprapunerii,Teoria evoluției geologice,Teoria derivației continentelor,A,B,ARC-Challenge/test/NCEOGA_2013_8_18
Oamenii de ştiinţă îşi schimbă adesea concluziile atunci când apar informaţii noi. Ce afirmaţie a fost schimbată datorită apariției de informații noi?,Luna se află în spațiul cosmic.,Plantele își produc singure hrana.,Soarele se învârte în jurul Pământului.,Produsele din hârtie provin din lemn.,C,(c),ARC-Challenge/test/Mercury_SC_406833
Care planetă din sistemul solar are cel mai lung an?,Planeta cea mai apropiată de Soare.,Planeta cu cel mai lungă zi.,Planeta cu cele mai multe luni.,Planeta cea mai îndepărtată de Soare.,D,(c),ARC-Challenge/test/ACTAAP_2015_7_9
"Patru aparate de uz casnic semnificativ diferite (blender, mixer, prajitor de paine și procesor alimentar) sunt conectate la patru prize de-a lungul unui blat. Pornirea sau oprirea unul sau mai multor aparate nu afectează performanța celorlalte aparate deoarece cele patru aparate",funcționează pe curent continuu.,sunt conectate în serie.,sunt conectate în paralel.,rulează pe curent alternativ.,C,B,ARC-Challenge/test/Mercury_7030555
Gravitația pe Pământ este cauzată de,masa Pământului.,rotația Pământului.,revoluția Pământului.,modelele meteorologice de pe Pământ.,A,A,ARC-Challenge/test/Mercury_SC_409266
Fiecare elev din clasa de științe a doamnei Jordan a primit un cilindru conținând mai multe substanțe care au fost amestecate bine. Maxwell trebuie să clasifice conținutul cilindrului său ca fiind o substanță compusă sau o amestecătură. Care dintre următoarele ar indica că cilindrul conține o amestecătură?,Substanțele originale aveau densități diferite.,Conținuturile cilindrului au reacționat pentru a forma o nouă substanță.,Substanțele originale aveau o masă mai mare decât conținutul cilindrului.,Conținuturile cilindrului pot fi ușor separate în substanțele originale.,D,B,ARC-Challenge/test/ACTAAP_2010_7_12
